symbol,unique_domain_count,domain_list,total_raw_traits
UMODL1-AS1,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",3
UNC50,2,"Anthropometric_and_Skeletal, Hepatic_and_Renal",3
URGCP-MRPS24,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",3
VEZF1,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",3
VN1R48P,2,"Hepatic_and_Renal, Metabolic_and_Lipid",3
VN1R79P,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",3
VPS25,2,"Anthropometric_and_Skeletal, Cardiovascular",3
WARS2-IT1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",3
WDR45B,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",3
WNT10B,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",3
YTHDF1,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",3
YWHAZP3,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",3
ZBTB3,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",3
ZC3H6,2,"Hematological, Anthropometric_and_Skeletal",3
ZNF101P1,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",3
ZNF264,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",3
ZNF296,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",3
ZNF304,2,"Neurological_and_Psychiatric, Hematological",3
ZNF354A,2,"Metabolic_and_Lipid, Cardiovascular",3
ZNF417,2,"Cardiovascular, Neurological_and_Psychiatric",3
ZNF451,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",3
ZNF470,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",3
ZNF496,2,"Hematological, Anthropometric_and_Skeletal",3
ZNF502,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",3
ZNF525,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",3
ZNF621,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",3
ZNF708,2,"Cardiovascular, Metabolic_and_Lipid",3
ZNF724,2,"Hematological, Anthropometric_and_Skeletal",3
ZNF731P,2,"Cancer_and_Neoplasm, Hematological",3
ZNF784,2,"Metabolic_and_Lipid, Hematological",3
ZNF860,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",3
ZNF92P2,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",3
ABHD17B,2,"Cardiovascular, Cancer_and_Neoplasm",2
ACRP1,2,"Metabolic_and_Lipid, Cardiovascular",2
ACTBP16,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
ACTMAP,2,"Cardiovascular, Cancer_and_Neoplasm",2
ACTR2P2,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
AGO4,2,"Neurological_and_Psychiatric, Hematological",2
AK4P6,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
ANKRD10-IT1,2,"Anthropometric_and_Skeletal, Hematological",2
ANKRD33BP6,2,"Metabolic_and_Lipid, Cardiovascular",2
ANP32BP2,2,"Cardiovascular, Anthropometric_and_Skeletal",2
AOC4P,2,"Hepatic_and_Renal, Metabolic_and_Lipid",2
APOBEC3F,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
APOO,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
APP-DT,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
ARGFXP1,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
ARL9,2,"Cardiovascular, Metabolic_and_Lipid",2
ATL3,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
ATP5MC3,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
ATP5MFP7,2,"Anthropometric_and_Skeletal, Hematological",2
ATP5PF,2,"Neurological_and_Psychiatric, Cardiovascular",2
BAGE2,2,"Immune_and_Autoimmune, Cardiovascular",2
BCYRN1,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
BIRC7,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
BRI3P2,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
BZW1,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
BZW1-AS1,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
C2CD4C,2,"Metabolic_and_Lipid, Cardiovascular",2
C4B_2,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
C8orf58,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
CALR4P,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",2
CASP1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
CASP16P,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
CBLL1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
CBY1,2,"Cardiovascular, Neurological_and_Psychiatric",2
CCAT1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
CCNT2P1,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
CCT8L1P,2,"Hepatic_and_Renal, Anthropometric_and_Skeletal",2
CDC6,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",2
CENPBD1P,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
CERNA3,2,"Hematological, Anthropometric_and_Skeletal",2
CFAP68,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
CFAP91,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
CHD9NB,2,"Hepatic_and_Renal, Anthropometric_and_Skeletal",2
CLPP,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
COA7,2,"Anthropometric_and_Skeletal, Hematological",2
COL5A1-AS1,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
COP1P1,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
COQ4,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
COX6CP16,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
CSNK1A1P3,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
CSPP1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
CST11,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
CSTF1,2,"Neurological_and_Psychiatric, Hematological",2
CXCR2P1,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
CYBC1,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
DCAF11,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
DCANP1,2,"Anthropometric_and_Skeletal, Cardiovascular",2
DCST1-AS1,2,"Cardiovascular, Neurological_and_Psychiatric",2
DDX53,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
DEFB131D,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
DGAT2L7P,2,"Hepatic_and_Renal, Hematological",2
DIRAS1,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",2
DLX1,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
DNAJB3,2,"Hepatic_and_Renal, Anthropometric_and_Skeletal",2
DNAJC9,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
DNASE1L1,2,"Neurological_and_Psychiatric, Cardiovascular",2
DND1,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
DOP1A,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
DYNLT1,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
DYRK3-AS1,2,"Cancer_and_Neoplasm, Cardiovascular",2
EEF1A1P24,2,"Cardiovascular, Cancer_and_Neoplasm",2
EEF2,2,"Anthropometric_and_Skeletal, Hematological",2
EFCAB14P1,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
ENO1P2,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
ENPP7P12,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
EPB41L4A-AS1,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
EPN3,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
ERVK9-11,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
ESAM-AS1,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
EVA1CP6,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
FAM131C2P,2,"Cardiovascular, Hematological",2
FAM170B,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
FAM216A,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
FAM50A,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
FAM8A3P,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
FBXW10B,2,"Anthropometric_and_Skeletal, Cardiovascular",2
FMC1,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
FMO11P,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
FREY1,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
FZD4,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
G2E3P1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
GARIN3,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
GAS2L1P1,2,"Cardiovascular, Metabolic_and_Lipid",2
GCNT2P1,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
GDI1,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
GK,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
GNB1-DT,2,"Metabolic_and_Lipid, Hematological",2
GNG3,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
GOLGA6C,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
GPR55-AS1,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
GRAMD4P7,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
GRSF1,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
GSTM3P2,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
GUCA1A,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
H2AC10P,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
HADHB,2,"Hematological, Cancer_and_Neoplasm",2
HAUS3,2,"Anthropometric_and_Skeletal, Cardiovascular",2
HELT,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
HGH1,2,"Neurological_and_Psychiatric, Hematological",2
HMGA1P3,2,"Hepatic_and_Renal, Immune_and_Autoimmune",2
HMGB1P44,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
HMGN2P15,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
HOXB9,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
HOXC-AS3,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
HSD3BP3,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
HSFY1P1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
HSPB2-C11orf52,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
IATPR,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
IGF2BP2-AS1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
IGLV9-49,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
INO80B-WBP1,2,"Anthropometric_and_Skeletal, Hematological",2
ISCA2,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
ITIH6,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
JKAMP,2,"Neurological_and_Psychiatric, Hematological",2
KCNH7-AS1,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
KIF19BP,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",2
KIF22,2,"Hematological, Neurological_and_Psychiatric",2
KPNB1P1,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
KRCC1,2,"Neurological_and_Psychiatric, Hepatic_and_Renal",2
KRT18P2,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
KRT26,2,"Neurological_and_Psychiatric, Immune_and_Autoimmune",2
KRT28,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
KRT37,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
KRT7,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
KRT85,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
KRT87P,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
KRT89P,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
KRT8P46,2,"Neurological_and_Psychiatric, Hepatic_and_Renal",2
KRTAP13-2,2,"Neurological_and_Psychiatric, Cardiovascular",2
KRTAP21-1,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
KRTAP8-2P,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
LAMA5-AS1,2,"Cancer_and_Neoplasm, Hematological",2
LARP7P3,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
LINC00112,2,"Anthropometric_and_Skeletal, Cardiovascular",2
LINC00362,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
LINC00456,2,"Hepatic_and_Renal, Neurological_and_Psychiatric",2
LINC00526,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
LINC00837,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
LINC01066,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
LINC01484,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
LINC01558,2,"Cardiovascular, Anthropometric_and_Skeletal",2
LINC01593,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
LINC01744,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
LINC01763,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
LINC01785,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
LINC01962,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
LINC01966,2,"Metabolic_and_Lipid, Hepatic_and_Renal",2
LINC02194,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
LINC02221,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
LINC02280,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
LINC02395,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
LINC02447,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
LINC02489,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
LINC02515,2,"Anthropometric_and_Skeletal, Cardiovascular",2
LINC02913,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
LINC03129,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
LMOD3,2,"Hematological, Anthropometric_and_Skeletal",2
LNCROPM,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
LOC100129617,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
LOC100129697,2,"Cardiovascular, Anthropometric_and_Skeletal",2
LOC100130673,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
LOC100286922,2,"Hepatic_and_Renal, Anthropometric_and_Skeletal",2
LOC100287243,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
LOC100507547,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
LOC101927769,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
LOC102467217,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
LOC105370878,2,"Cardiovascular, Metabolic_and_Lipid",2
LOC105371557,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
LOC105376360,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
LOC105377732,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
LOC150935,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
LOC158435,2,"Neurological_and_Psychiatric, Cardiovascular",2
LOC339298,2,"Cardiovascular, Metabolic_and_Lipid",2
LOC391741,2,"Immune_and_Autoimmune, Metabolic_and_Lipid",2
LOC440982,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
LOC90246,2,"Immune_and_Autoimmune, Cardiovascular",2
LRRC37A15P,2,"Neurological_and_Psychiatric, Hepatic_and_Renal",2
LRRC40,2,"Cardiovascular, Metabolic_and_Lipid",2
MAP2K5-DT,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MDP1,2,"Hepatic_and_Renal, Metabolic_and_Lipid",2
MED28P4,2,"Metabolic_and_Lipid, Hematological",2
MICOS10-DT,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MIR1-1,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
MIR1228,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
MIR1234,2,"Hepatic_and_Renal, Neurological_and_Psychiatric",2
MIR129-2,2,"Neurological_and_Psychiatric, Cardiovascular",2
MIR133A2,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
MIR1539,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MIR181A1,2,"Hematological, Immune_and_Autoimmune",2
MIR1972-2,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
MIR298,2,"Cardiovascular, Metabolic_and_Lipid",2
MIR3182,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
MIR325HG,2,"Anthropometric_and_Skeletal, Hepatic_and_Renal",2
MIR331,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
MIR335,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MIR3945,2,"Neurological_and_Psychiatric, Hematological",2
MIR4254,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
MIR4258,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
MIR4263,2,"Neurological_and_Psychiatric, Hepatic_and_Renal",2
MIR4286,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
MIR4319,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
MIR4647,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MIR4720,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MIR4758,2,"Cancer_and_Neoplasm, Hepatic_and_Renal",2
MIR492,2,"Neurological_and_Psychiatric, Cardiovascular",2
MIR5004,2,"Neurological_and_Psychiatric, Cardiovascular",2
MIR550B2,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MIR563,2,"Hepatic_and_Renal, Hematological",2
MIR5684,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
MIR569,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
MIR5692A2,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
MIR5698,2,"Anthropometric_and_Skeletal, Cardiovascular",2
MIR6085,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
MIR6129,2,"Metabolic_and_Lipid, Immune_and_Autoimmune",2
MIR640,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
MIR6721,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
MIR6745,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
MIR6780B,2,"Neurological_and_Psychiatric, Cardiovascular",2
MIR6833,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
MIR802,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
MIR8064,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
MORC2-AS1,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
MRPS12,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MRPS21P5,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MTERF2,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
MYL6B,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
NANOG,2,"Neurological_and_Psychiatric, Cardiovascular",2
NCF1,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
NGRNP3,2,"Immune_and_Autoimmune, Hepatic_and_Renal",2
NLGN1-AS1,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
NOP56,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
NUTF2P2,2,"Cardiovascular, Anthropometric_and_Skeletal",2
NXF1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
ODAD3,2,"Metabolic_and_Lipid, Cardiovascular",2
OR10R2,2,"Metabolic_and_Lipid, Hematological",2
OR11I1P,2,"Cardiovascular, Hepatic_and_Renal",2
OR12D1,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
OR13C6P,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
OR1M1,2,"Neurological_and_Psychiatric, Immune_and_Autoimmune",2
OR3B1P,2,"Hematological, Metabolic_and_Lipid",2
OR4A3P,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
OR4A4P,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
OR4A8,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
OR4L1,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
OR4R2P,2,"Hepatic_and_Renal, Neurological_and_Psychiatric",2
OR51C1,2,"Hematological, Metabolic_and_Lipid",2
OR7E10P,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
OR8H1,2,"Cardiovascular, Neurological_and_Psychiatric",2
OR9M1P,2,"Metabolic_and_Lipid, Cardiovascular",2
OTOP1,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
PARP3,2,"Anthropometric_and_Skeletal, Hematological",2
PATE2,2,"Hematological, Cancer_and_Neoplasm",2
PCNX4-DT,2,"Cardiovascular, Anthropometric_and_Skeletal",2
PEG3,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
PHKA1P1,2,"Anthropometric_and_Skeletal, Immune_and_Autoimmune",2
PHOSPHO2,2,"Cardiovascular, Hematological",2
PIGO,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
PLA2G4E-AS1,2,"Immune_and_Autoimmune, Hematological",2
PLP2,2,"Metabolic_and_Lipid, Hematological",2
PLXNB3-AS1,2,"Hematological, Metabolic_and_Lipid",2
PMM2P2,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
POLR2G,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
POMK,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
POTEC,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
POU2F1-DT,2,"Immune_and_Autoimmune, Cancer_and_Neoplasm",2
PPM1N,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
PRKAR1B-AS1,2,"Hematological, Hepatic_and_Renal",2
PSME2P6,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
PSPC1,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
PTP4A1P5,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
PYCR1,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
R3HDML-AS1,2,"Metabolic_and_Lipid, Hematological",2
RAB37-AS1,2,"Immune_and_Autoimmune, Neurological_and_Psychiatric",2
RBPMS-AS1,2,"Immune_and_Autoimmune, Hepatic_and_Renal",2
RCCD1-AS1,2,"Anthropometric_and_Skeletal, Cardiovascular",2
RCE1,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
RCVRN,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
REM2,2,"Cardiovascular, Anthropometric_and_Skeletal",2
RFX5,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
RFX5-AS1,2,"Anthropometric_and_Skeletal, Cancer_and_Neoplasm",2
RGS2,2,"Cardiovascular, Neurological_and_Psychiatric",2
RGS9BP,2,"Hematological, Metabolic_and_Lipid",2
RN7SKP281,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
RN7SL208P,2,"Neurological_and_Psychiatric, Hematological",2
RN7SL336P,2,"Neurological_and_Psychiatric, Immune_and_Autoimmune",2
RN7SL60P,2,"Cancer_and_Neoplasm, Neurological_and_Psychiatric",2
RN7SL868P,2,"Immune_and_Autoimmune, Hematological",2
RNA5SP121,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",2
RNA5SP230,2,"Metabolic_and_Lipid, Hematological",2
RNA5SP331,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
RNA5SP67,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
RNA5SP80,2,"Hematological, Anthropometric_and_Skeletal",2
RNF17,2,"Cardiovascular, Cancer_and_Neoplasm",2
RNF223,2,"Hepatic_and_Renal, Anthropometric_and_Skeletal",2
RNF34,2,"Neurological_and_Psychiatric, Hematological",2
RNF41,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
RNU4-72P,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
RNU6-1010P,2,"Cancer_and_Neoplasm, Anthropometric_and_Skeletal",2
RNU6-1029P,2,"Neurological_and_Psychiatric, Cardiovascular",2
RNU6-1036P,2,"Hepatic_and_Renal, Cancer_and_Neoplasm",2
RNU6-1126P,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
RNU6-1218P,2,"Neurological_and_Psychiatric, Cancer_and_Neoplasm",2
RNU6-1338P,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
RNU6-205P,2,"Neurological_and_Psychiatric, Cardiovascular",2
RNU6-211P,2,"Anthropometric_and_Skeletal, Cardiovascular",2
RNU6-587P,2,"Hepatic_and_Renal, Immune_and_Autoimmune",2
RNU6-5P,2,"Neurological_and_Psychiatric, Anthropometric_and_Skeletal",2
RNU6-678P,2,"Metabolic_and_Lipid, Cancer_and_Neoplasm",2
RNU6-804P,2,"Cardiovascular, Metabolic_and_Lipid",2
RNU6-911P,2,"Hematological, Metabolic_and_Lipid",2
RNY3,2,"Immune_and_Autoimmune, Anthropometric_and_Skeletal",2
RPL10,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
RPL14P6,2,"Anthropometric_and_Skeletal, Hematological",2
RPL21P84,2,"Hematological, Anthropometric_and_Skeletal",2
RPL22P23,2,"Cardiovascular, Hematological",2
RPL31P48,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
RPL34P1,2,"Neurological_and_Psychiatric, Immune_and_Autoimmune",2
RPL36AP47,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
RPL6P20,2,"Metabolic_and_Lipid, Neurological_and_Psychiatric",2
RPLP0,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
RPRD1B,2,"Anthropometric_and_Skeletal, Cardiovascular",2
RPS27AP6,2,"Cancer_and_Neoplasm, Metabolic_and_Lipid",2
RPS29P5,2,"Hepatic_and_Renal, Neurological_and_Psychiatric",2
RPS2P17,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
RPS3AP29,2,"Metabolic_and_Lipid, Hepatic_and_Renal",2
RPS8P4,2,"Cardiovascular, Anthropometric_and_Skeletal",2
RRAD,2,"Anthropometric_and_Skeletal, Metabolic_and_Lipid",2
RSPH10B2,2,"Metabolic_and_Lipid, Anthropometric_and_Skeletal",2
RTN2,2,"Neurological_and_Psychiatric, Metabolic_and_Lipid",2
SCGB2B2,2,"Anthropometric_and_Skeletal, Cardiovascular",2
SH3BGR,2,"Anthropometric_and_Skeletal, Neurological_and_Psychiatric",2
SIGLEC16,2,"Hepatic_and_Renal, Metabolic_and_Lipid",2
